"";"regiao";"sigla_uf";"id_municipio";"municipio";"votos_validos_2t_2018";"capital";"votos_bolsonaro_2t_2018";"aptos_2018";"amazonia_legal";"semiarido";"pib_total"
"2582";"Nordeste";"BA";2930766;"Sítio do Quinto";6485;0;890;9629;0;1;78615,395
"2583";"Nordeste";"BA";2931509;"Teofilândia";11493;0;1296;17154;0;1;150206,616
"2584";"Nordeste";"BA";2931905;"Tucano";27509;0;4339;36135;0;1;444610,113
"2585";"Nordeste";"BA";2932002;"Uauá";14427;0;1711;21072;0;1;179986,554
"2586";"Nordeste";"BA";2933000;"Valente";14010;0;4591;19284;0;1;224141,898
"2587";"Nordeste";"BA";2901106;"Amélia Rodrigues";13078;0;2568;18144;0;0;289840,33
"2588";"Nordeste";"BA";2902302;"Aratuípe";5462;0;827;7854;0;0;64423,056
"2589";"Nordeste";"BA";2904852;"Cabaceiras do Paraguaçu";8996;0;1214;11947;0;1;115610,178
"2590";"Nordeste";"BA";2904902;"Cachoeira";17778;0;2874;25111;0;0;492646,863
"2591";"Nordeste";"BA";2905701;"Camaçari";129535;0;45483;165405;0;0;22974401,44
"2592";"Nordeste";"BA";2906501;"Candeias";46549;0;7101;62371;0;0;3848283,529
"2593";"Nordeste";"BA";2907301;"Castro Alves";15246;0;2156;22336;0;1;372223,824
"2594";"Nordeste";"BA";2907509;"Catu";28890;0;5989;40272;0;0;535360,081
"2595";"Nordeste";"BA";2908309;"Conceição do Almeida";10326;0;1608;14381;0;0;154462,787
"2596";"Nordeste";"BA";2909802;"Cruz das Almas";35828;0;10681;44071;0;0;937418,346
"2597";"Nordeste";"BA";2910057;"Dias d'Ávila";34977;0;8750;48604;0;0;3039729,661
"2598";"Nordeste";"BA";2910206;"Dom Macedo Costa";2900;0;738;3892;0;0;31282,121
"2599";"Nordeste";"BA";2911600;"Governador Mangabeira";11970;0;2490;15836;0;0;193683,589
"2600";"Nordeste";"BA";2915908;"Itanagra";3708;0;491;5587;0;0;53937,229
"2601";"Nordeste";"BA";2916104;"Itaparica";12586;0;2363;16599;0;0;224893,483
"2602";"Nordeste";"BA";2917805;"Jaguaripe";9245;0;1221;13039;0;0;158019,495
"2603";"Nordeste";"BA";2919207;"Lauro de Freitas";94932;0;32596;129108;0;0;6322985,696
"2604";"Nordeste";"BA";2919926;"Madre de Deus";11843;0;2180;14496;0;0;443919,259
"2605";"Nordeste";"BA";2920601;"Maragogipe";23435;0;3915;32575;0;0;334399,977
"2606";"Nordeste";"BA";2921005;"Mata de São João";28068;0;6152;39638;0;0;1054079,924
"2607";"Nordeste";"BA";2922201;"Muniz Ferreira";5479;0;1104;6932;0;0;47810,787
"2608";"Nordeste";"BA";2922300;"Muritiba";15862;0;2693;21104;0;0;258897,25
"2609";"Nordeste";"BA";2922508;"Nazaré";15485;0;3186;21443;0;0;259903,333
"2610";"Nordeste";"BA";2925204;"Pojuca";19081;0;4270;26812;0;0;865966,493
"2611";"Nordeste";"BA";2927309;"Salinas da Margarida";8504;0;1109;11644;0;0;156956,903
"2612";"Nordeste";"BA";2927408;"Salvador";1436805;1;451273;1827436;0;0;62823698,682
"2613";"Nordeste";"BA";2928604;"Santo Amaro";33372;0;4665;46527;0;0;782864,976
"2614";"Nordeste";"BA";2928703;"Santo Antônio de Jesus";51186;0;17154;67597;0;0;2105992,382
"2615";"Nordeste";"BA";2929008;"São Félix";7307;0;1093;10122;0;0;134340,301
"2616";"Nordeste";"BA";2929107;"São Felipe";11929;0;2913;17016;0;0;180575,348
"2617";"Nordeste";"BA";2929206;"São Francisco do Conde";24984;0;3204;31167;0;0;10121956,524
"2618";"Nordeste";"BA";2929503;"São Sebastião do Passé";25460;0;3310;33761;0;0;549275,314
"2619";"Nordeste";"BA";2929602;"Sapeaçu";11037;0;2263;13896;0;0;158764,586
"2620";"Nordeste";"BA";2929750;"Saubara";7763;0;1563;11514;0;0;126943,162
"2621";"Nordeste";"BA";2930709;"Simões Filho";57685;0;15305;78317;0;0;5320185,318
"2622";"Nordeste";"BA";2931707;"Terra Nova";6725;0;940;9859;0;0;121524,091
"2623";"Nordeste";"BA";2933174;"Varzedo";6107;0;1665;7902;0;0;104601,757
"2624";"Nordeste";"BA";2933208;"Vera Cruz";22763;0;4875;29267;0;0;514301,615
"2625";"Nordeste";"BA";2900108;"Abaíra";4436;0;1742;6909;0;1;58456,775
"2626";"Nordeste";"BA";2900504;"Érico Cardoso";5146;0;1128;8930;0;1;60644,371
"2627";"Nordeste";"BA";2900603;"Aiquara";2571;0;475;3787;0;0;41212,445
"2628";"Nordeste";"BA";2901007;"Amargosa";18673;0;6203;26504;0;1;339840,354
"2629";"Nordeste";"BA";2901205;"Anagé";12305;0;2543;18348;0;1;167087,28
"2630";"Nordeste";"BA";2901304;"Andaraí";6924;0;867;10611;0;1;97792,576
"2631";"Nordeste";"BA";2901957;"Apuarema";3940;0;921;5182;0;0;56187,169
"2632";"Nordeste";"BA";2902005;"Aracatu";8858;0;1704;10999;0;1;106032,452
"2633";"Nordeste";"BA";2902807;"Barra da Estiva";13570;0;3149;18854;0;1;235246,212
"2634";"Nordeste";"BA";2902906;"Barra do Choça";19125;0;3762;28301;0;1;361458,674
"2635";"Nordeste";"BA";2903508;"Belo Campo";9535;0;2443;14897;0;1;128827,016
"2636";"Nordeste";"BA";2903706;"Boa Nova";7492;0;889;13014;0;1;93088,241
"2637";"Nordeste";"BA";2903953;"Bom Jesus da Serra";5498;0;534;9004;0;1;54024,038
"2638";"Nordeste";"BA";2904001;"Boninal";6698;0;1598;10434;0;1;88724,9
"2639";"Nordeste";"BA";2904050;"Bonito";8470;0;1225;12237;0;1;152286,603
"2640";"Nordeste";"BA";2904100;"Boquira";10927;0;873;16094;0;1;150798,551
"2641";"Nordeste";"BA";2904209;"Botuporã";6360;0;956;9726;0;1;92701,887
"2642";"Nordeste";"BA";2904308;"Brejões";6797;0;1550;11047;0;1;110904,945
"2643";"Nordeste";"BA";2904506;"Brotas de Macaúbas";6115;0;1613;9021;0;1;76426,422
"2644";"Nordeste";"BA";2904605;"Brumado";38205;0;12294;47738;0;1;1704612,42
"2645";"Nordeste";"BA";2904803;"Caatiba";4551;0;1521;7910;0;1;60595,556
"2646";"Nordeste";"BA";2905008;"Caculé";12009;0;3692;16778;0;1;246417,707
"2647";"Nordeste";"BA";2905156;"Caetanos";6547;0;573;9650;0;1;81334,674
"2648";"Nordeste";"BA";2905206;"Caetité";29069;0;6006;39487;0;1;870782,449
"2649";"Nordeste";"BA";2906600;"Candiba";8121;0;1632;10415;0;1;111709,091
"2650";"Nordeste";"BA";2906709;"Cândido Sales";12900;0;2888;18046;0;1;185622,669
"2651";"Nordeste";"BA";2906899;"Caraíbas";5490;0;1167;8358;0;1;67441,389
"2652";"Nordeste";"BA";2907558;"Caturama";5076;0;673;7573;0;1;56997,498
"2653";"Nordeste";"BA";2908705;"Condeúba";9611;0;2788;15360;0;1;139360,378
"2654";"Nordeste";"BA";2908804;"Contendas do Sincorá";2640;0;541;3793;0;1;38275,36
"2655";"Nordeste";"BA";2909000;"Cordeiros";4466;0;1552;6985;0;1;55286,74
"2656";"Nordeste";"BA";2909505;"Cravolândia";2667;0;416;4243;0;1;36764,83
"2657";"Nordeste";"BA";2910008;"Dário Meira";5138;0;865;7550;0;0;82031,917
"2658";"Nordeste";"BA";2910107;"Dom Basílio";7513;0;805;9808;0;1;102011,641
"2659";"Nordeste";"BA";2910404;"Encruzilhada";10025;0;2368;14389;0;1;180906,975
"2660";"Nordeste";"BA";2911659;"Guajeru";4411;0;560;7453;0;1;51552,452
"2661";"Nordeste";"BA";2911709;"Guanambi";47741;0;15405;60392;0;1;1273285,949
"2662";"Nordeste";"BA";2912004;"Ibiassucê";6011;0;1813;8781;0;1;82948,588
"2663";"Nordeste";"BA";2912202;"Ibicoara";9120;0;2544;13144;0;1;255743,179
"2664";"Nordeste";"BA";2912301;"Ibicuí";7127;0;1773;10975;0;0;147247,96
"2665";"Nordeste";"BA";2912509;"Ibipitanga";8039;0;1711;12703;0;1;100852,878
"2666";"Nordeste";"BA";2913002;"Ibitiara";7981;0;2019;10479;0;1;97181,973
"2667";"Nordeste";"BA";2913408;"Igaporã";8841;0;997;11652;0;1;181273,542
"2668";"Nordeste";"BA";2913507;"Iguaí";11674;0;3490;19697;0;1;184289,899
"2669";"Nordeste";"BA";2914109;"Ipupiara";5570;0;1511;7804;0;1;77846,726
"2670";"Nordeste";"BA";2914208;"Irajuba";3673;0;618;5049;0;1;58920,087
"2671";"Nordeste";"BA";2914307;"Iramaia";5340;0;1138;8699;0;1;76874,066
"2672";"Nordeste";"BA";2915007;"Itaeté";7084;0;1679;10713;0;1;90535,921
"2673";"Nordeste";"BA";2915106;"Itagi";6743;0;1875;9546;0;1;98406,833
"2674";"Nordeste";"BA";2915809;"Itambé";11320;0;3317;18243;0;1;222899,418
"2675";"Nordeste";"BA";2916401;"Itapetinga";31922;0;17138;46558;0;1;1082166,23
"2676";"Nordeste";"BA";2916708;"Itaquara";4396;0;1122;6172;0;1;62512,686
"2677";"Nordeste";"BA";2916807;"Itarantim";9062;0;3656;14170;0;1;251652,491
"2678";"Nordeste";"BA";2916906;"Itiruçu";5959;0;1622;9312;0;1;89703,924
"2679";"Nordeste";"BA";2917102;"Itororó";10143;0;3620;16484;0;1;221569,841
"2680";"Nordeste";"BA";2917201;"Ituaçu";10475;0;3045;14599;0;1;161879,159
"2681";"Nordeste";"BA";2917334;"Iuiú";5769;0;946;8402;0;1;89125,725
"2682";"Nordeste";"BA";2917409;"Jacaraci";7804;0;1581;12001;0;1;94715,23
"2683";"Nordeste";"BA";2917607;"Jaguaquara";22833;0;6871;32615;0;1;515512,981
"2684";"Nordeste";"BA";2918001;"Jequié";81012;0;27012;105277;0;1;2558823,074
"2685";"Nordeste";"BA";2918209;"Jiquiriçá";6991;0;1469;10702;0;0;104612,228
"2686";"Nordeste";"BA";2918308;"Jitaúna";7752;0;1969;11107;0;0;125532,931
"2687";"Nordeste";"BA";2918605;"Jussiape";4403;0;1016;6675;0;1;56360,129
"2688";"Nordeste";"BA";2918704;"Lafaiete Coutinho";2750;0;391;3532;0;1;37891,386
"2689";"Nordeste";"BA";2918753;"Lagoa Real";7439;0;792;10471;0;1;88260,884
"2690";"Nordeste";"BA";2918803;"Laje";13286;0;3294;19038;0;0;216174,797
"2691";"Nordeste";"BA";2919058;"Lajedo do Tabocal";4209;0;754;6217;0;1;65280,556
"2692";"Nordeste";"BA";2919306;"Lençóis";5070;0;694;7602;0;1;112033,148
"2693";"Nordeste";"BA";2919405;"Licínio de Almeida";6762;0;1643;9280;0;1;104539,813
"2694";"Nordeste";"BA";2919504;"Livramento de Nossa Senhora";24020;0;4674;33571;0;1;419254,762
"2695";"Nordeste";"BA";2919702;"Macarani";8356;0;3179;13752;0;1;154552,234
"2696";"Nordeste";"BA";2919801;"Macaúbas";21757;0;3933;33800;0;1;329009,335
"2697";"Nordeste";"BA";2919959;"Maetinga";3840;0;1034;6790;0;1;44348,067
"2698";"Nordeste";"BA";2920007;"Maiquinique";4762;0;1848;7287;0;1;93910,053
"2699";"Nordeste";"BA";2920205;"Malhada";8677;0;2121;13034;0;1;132194,655
"2700";"Nordeste";"BA";2920304;"Malhada de Pedras";5311;0;1283;6726;0;1;60726,375
"2701";"Nordeste";"BA";2920403;"Manoel Vitorino";8658;0;1203;11619;0;1;109758,495
"2702";"Nordeste";"BA";2920502;"Maracás";13671;0;2804;21458;0;1;453067,915
"2703";"Nordeste";"BA";2920809;"Marcionílio Souza";4984;0;793;7703;0;1;77261,223
"2704";"Nordeste";"BA";2921054;"Matina";6444;0;529;8987;0;1;72167,481
"2705";"Nordeste";"BA";2921302;"Milagres";5840;0;1267;8656;0;1;89641,031
"2706";"Nordeste";"BA";2921450;"Mirante";4842;0;842;7529;0;1;56826,855
"2707";"Nordeste";"BA";2921807;"Mortugaba";6194;0;2549;9522;0;1;86153,351
"2708";"Nordeste";"BA";2921906;"Mucugê";6149;0;1575;8859;0;1;389806,824
"2709";"Nordeste";"BA";2922409;"Mutuípe";11792;0;3653;18024;0;0;202009,57
"2710";"Nordeste";"BA";2922706;"Nova Canaã";7484;0;1334;12194;0;1;122111,731
"2711";"Nordeste";"BA";2922805;"Nova Itarana";3807;0;765;5648;0;1;48713,066
"2712";"Nordeste";"BA";2922854;"Nova Redenção";4205;0;369;6157;0;1;53252,041
"2713";"Nordeste";"BA";2923035;"Novo Horizonte";6444;0;1257;8107;0;1;75732,882
"2714";"Nordeste";"BA";2923209;"Oliveira dos Brejinhos";11535;0;1801;16557;0;1;167915,029
"2715";"Nordeste";"BA";2923407;"Palmas de Monte Alto";12390;0;1604;17092;0;1;161674,29
"2716";"Nordeste";"BA";2923506;"Palmeiras";4893;0;562;6669;0;1;74804,652
"2717";"Nordeste";"BA";2923605;"Paramirim";11027;0;1979;16399;0;1;201829,176
"2718";"Nordeste";"BA";2924306;"Piatã";10592;0;2423;16459;0;1;116456,971
"2719";"Nordeste";"BA";2924504;"Pindaí";9086;0;1550;12366;0;1;185435,661
"2720";"Nordeste";"BA";2924702;"Piripá";5314;0;1282;9097;0;1;69104,755
"2721";"Nordeste";"BA";2924900;"Planaltino";4603;0;593;6566;0;1;61291,075
"2722";"Nordeste";"BA";2925006;"Planalto";13208;0;3334;18732;0;1;225320,854
"2723";"Nordeste";"BA";2925105;"Poções";22846;0;5524;35794;0;1;445411,248
"2724";"Nordeste";"BA";2925402;"Potiraguá";5086;0;1714;8827;0;1;82165,267
"2725";"Nordeste";"BA";2925709;"Presidente Jânio Quadros";6495;0;1081;11413;0;1;78840,459
"2726";"Nordeste";"BA";2926400;"Riacho de Santana";16991;0;2105;23729;0;1;246843,182
"2727";"Nordeste";"BA";2926657;"Ribeirão do Largo";5189;0;1167;7560;0;1;78289,261
"2728";"Nordeste";"BA";2926707;"Rio de Contas";7966;0;1722;11922;0;1;118178,668
"2729";"Nordeste";"BA";2926806;"Rio do Antônio";7313;0;1105;11229;0;1;99898,03
"2730";"Nordeste";"BA";2926905;"Rio do Pires";5635;0;1176;10059;0;1;81202,433
"2731";"Nordeste";"BA";2927903;"Santa Inês";5362;0;681;8225;0;1;69556,669
"2732";"Nordeste";"BA";2929404;"São Miguel das Matas";6461;0;1324;8587;0;0;108560,893
"2733";"Nordeste";"BA";2929909;"Seabra";24838;0;3077;30295;0;1;471510,692
"2734";"Nordeste";"BA";2930006;"Sebastião Laranjeiras";4818;0;1114;7005;0;1;75500,85
"2735";"Nordeste";"BA";2931004;"Tanhaçu";12610;0;3125;16818;0;1;185982,63
"2736";"Nordeste";"BA";2931053;"Tanque Novo";9383;0;1370;12911;0;1;155308,206
"2737";"Nordeste";"BA";2931806;"Tremedal";9489;0;1831;16084;0;1;112229,48
"2738";"Nordeste";"BA";2932101;"Ubaíra";10897;0;2947;16308;0;1;173383,616
"2739";"Nordeste";"BA";2932606;"Urandi";8753;0;1504;12710;0;1;166605,977
"2740";"Nordeste";"BA";2932804;"Utinga";8583;0;1598;13075;0;1;156170,626
"2741";"Nordeste";"BA";2933307;"Vitória da Conquista";173514;0;72763;221849;0;1;6511653,919
"2742";"Nordeste";"BA";2933406;"Wagner";4542;0;1005;7206;0;1;69045,909
"2743";"Nordeste";"BA";2900801;"Alcobaça";10326;0;2487;17010;0;0;264461,515
"2744";"Nordeste";"BA";2900900;"Almadina";3155;0;628;5022;0;0;51855,113
"2745";"Nordeste";"BA";2902252;"Arataca";4228;0;1152;5918;0;0;77260,063
"2746";"Nordeste";"BA";2902401;"Aurelino Leal";6424;0;1270;9259;0;0;104856,697
"2747";"Nordeste";"BA";2903102;"Barra do Rocha";2558;0;657;3881;0;0;45821,905
"2748";"Nordeste";"BA";2903300;"Barro Preto";3811;0;1096;5838;0;0;60301,585
"2749";"Nordeste";"BA";2903409;"Belmonte";10064;0;2713;15271;0;0;265802,449
"2750";"Nordeste";"BA";2904704;"Buerarema";8501;0;4698;12220;0;0;185101,582
"2751";"Nordeste";"BA";2905404;"Cairu";8891;0;2661;12534;0;0;624372,585
"2752";"Nordeste";"BA";2905602;"Camacan";11588;0;4265;17801;0;0;265190,282
"2753";"Nordeste";"BA";2905800;"Camamu";14911;0;5178;24810;0;0;310790,971
"2754";"Nordeste";"BA";2906303;"Canavieiras";15820;0;5176;23053;0;0;312312,236
"2755";"Nordeste";"BA";2906907;"Caravelas";9133;0;2690;13942;0;0;322091,889
"2756";"Nordeste";"BA";2908002;"Coaraci";10686;0;3523;16754;0;0;156321,452
"2757";"Nordeste";"BA";2910727;"Eunápolis";57686;0;28502;76049;0;0;2626180,942
"2758";"Nordeste";"BA";2910909;"Firmino Alves";3094;0;836;4818;0;0;42994,191
"2759";"Nordeste";"BA";2911006;"Floresta Azul";4944;0;1253;7593;0;0;76385,898
"2760";"Nordeste";"BA";2911204;"Gandu";14962;0;5526;21700;0;0;322576,976
"2761";"Nordeste";"BA";2911501;"Gongogi";3134;0;505;4948;0;0;58780,587
"2762";"Nordeste";"BA";2911808;"Guaratinga";9538;0;2484;14871;0;0;210869,935
"2763";"Nordeste";"BA";2912103;"Ibicaraí";12202;0;4587;18514;0;0;185396,824
"2764";"Nordeste";"BA";2912707;"Ibirapitanga";9527;0;2236;12638;0;0;168245,529
"2765";"Nordeste";"BA";2912806;"Ibirapuã";4666;0;2191;6788;0;0;247620,308
"2766";"Nordeste";"BA";2912905;"Ibirataia";10060;0;3264;14538;0;0;155395,522
"2767";"Nordeste";"BA";2913457;"Igrapiúna";5924;0;1250;9858;0;0;156209,764
"2768";"Nordeste";"BA";2913606;"Ilhéus";89820;0;35315;116780;0;0;3837057,533
"2769";"Nordeste";"BA";2913903;"Ipiaú";21116;0;6627;29891;0;0;430253,694
"2770";"Nordeste";"BA";2914653;"Itabela";14291;0;4654;22432;0;0;338433,876
"2771";"Nordeste";"BA";2914802;"Itabuna";104064;0;50668;154473;0;0;3987299,328
"2772";"Nordeste";"BA";2914901;"Itacaré";9989;0;2371;15122;0;0;265003,304
"2773";"Nordeste";"BA";2915205;"Itagibá";7503;0;2136;11041;0;0;130458,153
"2774";"Nordeste";"BA";2915304;"Itagimirim";3975;0;1372;5696;0;0;107978,803
"2775";"Nordeste";"BA";2915403;"Itaju do Colônia";3165;0;1398;5102;0;0;66202,621
"2776";"Nordeste";"BA";2915502;"Itajuípe";11160;0;3474;17003;0;0;246315,311
"2777";"Nordeste";"BA";2915601;"Itamaraju";29705;0;13312;44327;0;0;875626,187
"2778";"Nordeste";"BA";2915700;"Itamari";4054;0;1097;6440;0;0;65062,618
"2779";"Nordeste";"BA";2916005;"Itanhém";10093;0;3911;15910;0;0;222610,497
"2780";"Nordeste";"BA";2916203;"Itapé";6071;0;1998;9547;0;0;84478,095
"2781";"Nordeste";"BA";2916302;"Itapebi";5279;0;1247;7366;0;0;377640,435
"2782";"Nordeste";"BA";2916609;"Itapitanga";3881;0;1011;6576;0;0;73648,756
"2783";"Nordeste";"BA";2917300;"Ituberá";11964;0;3786;19258;0;0;292326,791
"2784";"Nordeste";"BA";2918456;"Jucuruçu";5065;0;1190;7960;0;0;95037,256
"2785";"Nordeste";"BA";2918555;"Jussari";3000;0;1102;4904;0;0;52722,565
"2786";"Nordeste";"BA";2918902;"Lajedão";2919;0;1186;4821;0;0;54632,893
"2787";"Nordeste";"BA";2920700;"Maraú";8131;0;1436;12936;0;0;213388,137
"2788";"Nordeste";"BA";2920908;"Mascote";5590;0;1457;9028;0;0;150540,239
"2789";"Nordeste";"BA";2921104;"Medeiros Neto";11927;0;4883;18442;0;0;327340,375
"2790";"Nordeste";"BA";2922003;"Mucuri";16748;0;6847;27885;0;0;1960344,842
"2791";"Nordeste";"BA";2922607;"Nilo Peçanha";5977;0;1212;8854;0;0;122440,554
"2792";"Nordeste";"BA";2922755;"Nova Ibiá";3259;0;1104;5296;0;0;62449,657
"2793";"Nordeste";"BA";2923001;"Nova Viçosa";18549;0;8462;29064;0;0;480835,897
"2794";"Nordeste";"BA";2923902;"Pau Brasil";4817;0;1753;7209;0;0;97475,663
"2795";"Nordeste";"BA";2924678;"Piraí do Norte";4518;0;1035;6303;0;0;76555,048
"2796";"Nordeste";"BA";2925303;"Porto Seguro";66576;0;28354;88317;0;0;2826236,759
"2797";"Nordeste";"BA";2925501;"Prado";13089;0;4946;21414;0;0;436021,653
"2798";"Nordeste";"BA";2925758;"Presidente Tancredo Neves";13552;0;3923;19770;0;0;236218,046
"2799";"Nordeste";"BA";2927705;"Santa Cruz Cabrália";12974;0;5186;18037;0;0;394885,584
"2800";"Nordeste";"BA";2927804;"Santa Cruz da Vitória";2523;0;889;4659;0;0;53774,748
"2801";"Nordeste";"BA";2928059;"Santa Luzia";5019;0;1489;9109;0;0;88083,036
"2802";"Nordeste";"BA";2929354;"São José da Vitória";3102;0;968;4511;0;0;49082,454
"2803";"Nordeste";"BA";2931202;"Taperoá";8824;0;1787;12663;0;0;159356,152
"2804";"Nordeste";"BA";2931350;"Teixeira de Freitas";68214;0;34772;104948;0;0;2320205,552
"2805";"Nordeste";"BA";2931608;"Teolândia";7258;0;1739;10557;0;0;148500,124
"2806";"Nordeste";"BA";2932200;"Ubaitaba";9551;0;2986;13887;0;0;201761,683
"2807";"Nordeste";"BA";2932309;"Ubatã";8526;0;2780;11242;0;0;182099,611
"2808";"Nordeste";"BA";2932507;"Una";9987;0;3304;15168;0;0;254451,783
"2809";"Nordeste";"BA";2932705;"Uruçuca";11150;0;4036;17270;0;0;211900,314
"2810";"Nordeste";"BA";2932903;"Valença";45271;0;13897;60690;0;0;1438201,692
"2811";"Nordeste";"BA";2933257;"Vereda";3891;0;1184;6230;0;0;71690,219
"2812";"Nordeste";"BA";2933505;"Wenceslau Guimarães";10627;0;2583;15576;0;0;241394,272
"2813";"Sudeste";"MG";3101003;"Águas Vermelhas";5606;0;1592;10312;0;1;220975,934
"2814";"Sudeste";"MG";3106655;"Berizal";2415;0;647;3780;0;1;40114,789
"2815";"Sudeste";"MG";3107307;"Bocaiúva";23336;0;7772;36023;0;0;797378,512
"2816";"Sudeste";"MG";3108255;"Bonito de Minas";4421;0;680;7673;0;1;74050,718
"2817";"Sudeste";"MG";3108503;"Botumirim";2997;0;719;5250;0;0;48335,744
"2818";"Sudeste";"MG";3108602;"Brasília de Minas";15972;0;4982;26720;0;0;302180,258
"2819";"Sudeste";"MG";3109402;"Buritizeiro";11200;0;4703;19107;0;1;419189,41
"2820";"Sudeste";"MG";3111150;"Campo Azul";2216;0;453;3960;0;0;32962,735
"2821";"Sudeste";"MG";3112703;"Capitão Enéas";7690;0;2457;12395;0;1;254154,944
"2822";"Sudeste";"MG";3115474;"Catuti";2707;0;653;4303;0;1;39495,73
"2823";"Sudeste";"MG";3116159;"Chapada Gaúcha";5230;0;1501;8194;0;0;182547,131
"2824";"Sudeste";"MG";3116506;"Claro dos Poções";4577;0;2124;6961;0;0;62094,07
"2825";"Sudeste";"MG";3117836;"Cônego Marinho";3718;0;566;5915;0;1;50857,625
"2826";"Sudeste";"MG";3118809;"Coração de Jesus";12624;0;3221;21332;0;0;200128,979
"2827";"Sudeste";"MG";3120300;"Cristália";2855;0;638;5151;0;1;43397,962
"2828";"Sudeste";"MG";3120870;"Curral de Dentro";3570;0;1457;6072;0;1;57235,89
"2829";"Sudeste";"MG";3122355;"Divisa Alegre";2864;0;1278;4874;0;1;123853,178
"2830";"Sudeste";"MG";3123809;"Engenheiro Navarro";3752;0;1033;6210;0;0;70560,777
"2831";"Sudeste";"MG";3124302;"Espinosa";15317;0;5454;22209;0;1;274250,029
"2832";"Sudeste";"MG";3126604;"Francisco Dumont";2460;0;989;4558;0;0;58751,891
"2833";"Sudeste";"MG";3126703;"Francisco Sá";11528;0;3558;19115;0;1;302677,861
"2834";"Sudeste";"MG";3127073;"Fruta de Leite";2479;0;503;5047;0;1;38703,216
"2835";"Sudeste";"MG";3127339;"Gameleiras";2799;0;814;4333;0;1;39049,035
"2836";"Sudeste";"MG";3127354;"Glaucilândia";2397;0;773;3662;0;0;27283,092
"2837";"Sudeste";"MG";3127800;"Grão Mogol";6666;0;1865;12084;0;1;285747,729
"2838";"Sudeste";"MG";3128253;"Guaraciama";3299;0;651;4674;0;0;39091,694
"2839";"Sudeste";"MG";3129608;"Ibiaí";3666;0;787;6447;0;0;65975,48
"2840";"Sudeste";"MG";3129657;"Ibiracatu";3336;0;751;5968;0;1;42358,892
"2841";"Sudeste";"MG";3130051;"Icaraí de Minas";5087;0;1259;7834;0;0;76095,635
"2842";"Sudeste";"MG";3130655;"Indaiabira";3463;0;1564;6235;0;1;54935,257
"2843";"Sudeste";"MG";3132008;"Itacambira";2642;0;593;4889;0;0;58057,705
"2844";"Sudeste";"MG";3132107;"Itacarambi";7877;0;2444;13607;0;1;189326,351
"2845";"Sudeste";"MG";3135050;"Jaíba";15097;0;5479;23280;0;1;555253,767
"2846";"Sudeste";"MG";3135100;"Janaúba";32547;0;14684;51820;0;1;1096826,211
"2847";"Sudeste";"MG";3135209;"Januária";29398;0;7287;49524;0;1;676308,331
"2848";"Sudeste";"MG";3135357;"Japonvar";4673;0;916;8025;0;1;57653,808
"2849";"Sudeste";"MG";3135605;"Jequitaí";3588;0;1148;6641;0;0;78646,941
"2850";"Sudeste";"MG";3136579;"Josenópolis";1753;0;451;3653;0;1;36223,121
"2851";"Sudeste";"MG";3136801;"Juramento";2942;0;1005;4280;0;0;36755,004
"2852";"Sudeste";"MG";3136959;"Juvenília";3306;0;991;5644;0;1;50146,006
"2853";"Sudeste";"MG";3137304;"Lagoa dos Patos";2223;0;899;3879;0;0;44678,149
"2854";"Sudeste";"MG";3138104;"Lassance";3265;0;1179;5745;0;0;111960,362
"2855";"Sudeste";"MG";3138658;"Lontra";4744;0;1109;7930;0;1;65128,17
"2856";"Sudeste";"MG";3138682;"Luislândia";3726;0;570;6180;0;0;48543,326
"2857";"Sudeste";"MG";3139250;"Mamonas";3748;0;1169;5778;0;1;47992,864
"2858";"Sudeste";"MG";3139300;"Manga";9259;0;2986;16131;0;1;187799,643
"2859";"Sudeste";"MG";3140852;"Matias Cardoso";3933;0;859;6615;0;1;132262,491
"2860";"Sudeste";"MG";3141009;"Mato Verde";7030;0;2689;10451;0;1;119945,881
"2861";"Sudeste";"MG";3142007;"Mirabela";6656;0;2147;10978;0;0;122795,496
"2862";"Sudeste";"MG";3142254;"Miravânia";2145;0;522;3912;0;1;36847,404
"2863";"Sudeste";"MG";3142700;"Montalvânia";7506;0;2305;12890;0;1;126213,381
"2864";"Sudeste";"MG";3142908;"Monte Azul";11820;0;4438;17747;0;1;190657,673
"2865";"Sudeste";"MG";3143302;"Montes Claros";186782;0;108640;269226;0;0;8967797,067
"2866";"Sudeste";"MG";3143450;"Montezuma";3383;0;1014;5632;0;1;60268,803
"2867";"Sudeste";"MG";3144656;"Ninheira";4081;0;1535;7822;0;1;75957,857
"2868";"Sudeste";"MG";3145059;"Nova Porteirinha";3905;0;1366;5359;0;1;104541,704
"2869";"Sudeste";"MG";3145372;"Novorizonte";2728;0;1023;4471;0;1;50753,564
"2870";"Sudeste";"MG";3145455;"Olhos-d'Água";3095;0;708;5062;0;0;120829,399
"2871";"Sudeste";"MG";3146255;"Padre Carvalho";2524;0;640;4854;0;1;50313,395
"2872";"Sudeste";"MG";3146552;"Pai Pedro";3142;0;762;5030;0;1;43445,407
"2873";"Sudeste";"MG";3147956;"Patis";2984;0;608;4983;0;1;44516,808
"2874";"Sudeste";"MG";3149150;"Pedras de Maria da Cruz";4532;0;876;7840;0;1;84537,735
"2875";"Sudeste";"MG";3150570;"Pintópolis";3602;0;871;6291;0;0;56756,63
"2876";"Sudeste";"MG";3151206;"Pirapora";25807;0;15910;40723;0;1;1837287,298
